id,bytes,anonymous,activityFactor,notMinor,uniquePages,comments,activity.factor.original,presenceFactor,frequencyFactor,regularityFactor,totalUsers,trust,Weight_activityFactor,Weight_anonymous,Weight_bytes,Weight_comments,Weight_frequencyFactor,Weight_notMinor,Weight_regularityFactor,Weight_presenceFactor,Weight_uniquePages,barnstar
21,54766,0,116,0.551724137931034,47,0.689655172413793,2.35490649640747e-06,0.845313130324303,0.586949762586188,0.0812182741116751,1947156,0.378370880482166,4,9,2,6,6,8,4,4,2,0
22,22511,1,198,0,120,0.434343434343434,4.01958177835068e-06,0.839676731450763,1,0.147959183673469,1947156,0.496909983676503,4,9,2,6,6,8,4,4,2,0
23,1269,0,26,0.384615384615385,12,0.846153846153846,5.27823869884433e-07,0.839093045772644,0.132532925086614,0.0306122448979592,1947156,0.250559685895272,4,9,2,6,6,8,4,4,2,0
24,49280350,0,94918,0.467319159695737,57558,0.734107334752102,0.00192692254160348,0.846161602023928,1,0.994923857868022,1947156,0.710753095608389,4,9,2,6,6,8,4,4,2,0
25,-1296051,0,5648,0.606763456090652,2841,0.494865439093484,0.000114659585273357,0.839485657992315,1,0.122448979591837,1947156,0.490512324292356,4,9,2,6,6,8,4,4,2,0
26,99386,0,187,0.0213903743315508,89,0.251336898395722,3.79627167955342e-06,0.839549859043989,0.952698914786418,0.076530612244898,1947156,0.467195795586746,4,9,2,6,6,8,4,4,2,0
27,703732,0,12624,0.21958174904943,6998,0.642981622306717,0.000256278789746964,0.836951658687289,1,0.143589743589744,1947156,0.495199420266695,4,9,2,6,6,8,4,4,2,0
28,4765102,0,24335,0.999547976166016,16048,1,0.000494022841293756,0.831518318370596,1,0.0979381443298969,1947156,0.482487621385447,4,9,2,6,6,8,4,4,2,0
29,556763,0,2766,0.161966738973247,1248,0.488430947216197,5.61523393884746e-05,0.830892784682646,1,0.216494845360825,1947156,0.511860945595715,4,9,2,6,6,8,4,4,2,0
30,3056616,0,107864,0.99814581324631,90406,0.999916561596084,0.00218973822696979,0.827432033477273,1,0.212435233160622,1947156,0.510514251216216,4,9,2,6,6,8,4,4,2,0
31,38542,0,900,0.811111111111111,671,0.747777777777778,1.82708262652304e-05,0.826904345914831,1,0.134715025906736,1947156,0.490409410661958,4,9,2,6,6,8,4,4,2,0
32,2624,1,51,0,38,0.431372549019608,1.03534682169639e-06,0.821893871816714,0.265408599814055,0.119791666666667,1947156,0.301773793411064,4,9,2,6,6,8,4,4,2,0
33,487834,0,3372,0.419632265717675,2044,0.539739027283511,6.84546957403964e-05,0.840588965260003,1,0.0561224489795918,1947156,0.474194967233834,4,9,2,6,6,8,4,4,2,0
34,1187,1,11,0,11,0.545454545454545,2.2331009879726e-07,0.850826833341261,0.0552983361234536,0.0404040404040404,1947156,0.236632358294713,4,9,2,6,6,8,4,4,2,0
35,1036,1,12,0,12,0.833333333333333,2.43611016869738e-07,0.817370799970945,0.0627946558065506,0.0104712041884817,1947156,0.222659225894249,4,9,2,6,6,8,4,4,2,0
36,3351978,0,27810,0.896008629989212,14727,0.437756202804746,0.000564568531595618,0.847012258532899,1,0.257575757575758,1947156,0.526288146160063,4,9,2,6,6,8,4,4,2,0
37,1,1,1,0,1,1,2.03009180724782e-08,0.816277639525514,0.0052398958766382,0.00526315789473684,1947156,0.206695178399452,4,9,2,6,6,8,4,4,2,0
38,1110558,0,9785,0.0184977005620848,1480,0.622789984670414,0.000198644483339199,0.818602425183918,1,0.0680628272251309,1947156,0.471715974223097,4,9,2,6,6,8,4,4,2,0
39,387,1,9,0,5,0.111111111111111,1.82708262652304e-07,0.816049369852965,0.0471722544737842,0.00526315789473684,1947156,0.217121241232437,4,9,2,6,6,8,4,4,2,0
40,75554,0,126,0.777777777777778,64,0.777777777777778,2.55791567713225e-06,0.815729324986618,0.660670669819423,0.00526315789473684,1947156,0.370416427654114,4,9,2,6,6,8,4,4,2,0
41,-71726,0,143,0,20,0.132867132867133,2.90303128436438e-06,0.815263739474726,0.750236981179297,0.0105263157894737,1947156,0.394007484868695,4,9,2,6,6,8,4,4,2,0
42,33633668,0,79431,0.484697410330979,32455,0.463093754327655,0.00161252222341501,0.858969848796045,1,0.865000000000001,1947156,0.681395592754865,4,9,2,6,6,8,4,4,2,0
43,22845251,0,72011,0.914082570718363,40227,0.724750385357793,0.00146188941131723,0.815133588203775,1,0.505263157894737,1947156,0.580464658877457,4,9,2,6,6,8,4,4,2,0
44,1222013,0,4252,0.694261523988711,1483,0.646754468485419,8.63195036441772e-05,0.819061284651328,1,0.324607329842932,1947156,0.535938733499476,4,9,2,6,6,8,4,4,2,0
45,266,1,4,0,1,1,8.12036722899127e-08,0.81049145084928,0.0211092163060316,0.00529100529100529,1947156,0.209222938412497,4,9,2,6,6,8,4,4,2,0
46,44371,0,450,0.531111111111111,185,0.886666666666667,9.13541313261518e-06,0.813898339243578,1,0.0473684210526316,1947156,0.465318973927336,4,9,2,6,6,8,4,4,2,0
47,1068652,0,8597,0.012678841456322,3142,0.320693265092474,0.000174526992669095,0.807181393733248,1,0.143617021276596,1947156,0.487743235500628,4,9,2,6,6,8,4,4,2,0
48,9143921,0,21613,0.980844861888678,9163,0.76157867949845,0.000438763742300471,0.815414390659957,1,0.142105263157895,1947156,0.489489604390038,4,9,2,6,6,8,4,4,2,0
49,2462,1,4,0,4,0.25,8.12036722899127e-08,0.826637526898526,0.0206969061934047,0.0207253886010363,1947156,0.21701497572416,4,9,2,6,6,8,4,4,2,0
50,5306,0,859,0.383003492433062,482,0.436554132712456,1.74384886242588e-05,0.839987766453795,1,0.0510204081632653,1947156,0.472756403276421,4,9,2,6,6,8,4,4,2,0
51,79,1,4,0,2,0.75,8.12036722899127e-08,0.795474584599674,0.0215077133592859,0.00540540540540541,1947156,0.205596946142009,4,9,2,6,6,8,4,4,2,0
52,5995,1,1,0,1,1,2.03009180724782e-08,0.794938019186567,0.00538055764639164,0.00540540540540541,1947156,0.20143100063482,4,9,2,6,6,8,4,4,2,0
53,439655,0,14312,1,12935,1,0.000290546739453308,0.862117079860263,1,0.502487562189054,1947156,0.591223797197193,4,9,2,6,6,8,4,4,2,0
54,379564,0,4618,0.361195322650498,2210,0.674967518406236,9.37496396587042e-05,0.822880415546249,1,0.515624999999999,1947156,0.584649791296477,4,9,2,6,6,8,4,4,2,0
55,92079,1,456,0,324,0.355263157894737,9.25721864105005e-06,0.818783023438645,1,0.287958115183246,1947156,0.526687598960133,4,9,2,6,6,8,4,4,2,0
56,-1714115,0,788,0.642131979695431,453,0.643401015228426,1.59971234411128e-05,0.786759559985602,1,0.114754098360656,1947156,0.475382413867425,4,9,2,6,6,8,4,4,2,0
57,564,1,22,0,18,0.681818181818182,4.4662019759452e-07,0.775709183750707,0.121306564879034,0.0773480662983425,1947156,0.24359106538707,4,9,2,6,6,8,4,4,2,0
58,632495,0,21976,0.763560247542774,11448,0.782854022570076,0.00044613297556078,0.793949924308402,1,0.659459459459458,1947156,0.613463879185855,4,9,2,6,6,8,4,4,2,0
59,15282,0,135,0.0148148148148148,74,0.414814814814815,2.74062393978455e-06,0.784898358197294,0.735666372642593,0.147540983606557,1947156,0.417027113767596,4,9,2,6,6,8,4,4,2,0
60,1516318,0,7617,0.626755940659052,4982,0.255218589996061,0.000154632092958066,0.787971287592009,1,0.195652173913043,1947156,0.495944523399503,4,9,2,6,6,8,4,4,2,0
61,4,0,1,0,1,1,2.03009180724782e-08,0.77224430054941,0.00553867452890063,0.00555555555555556,1947156,0.195834637733696,4,9,2,6,6,8,4,4,2,0
62,2048217,0,24147,0.956267859361411,20195,0.895266492732016,0.000490206268696131,0.796764458743996,1,0.182795698924731,1947156,0.495012590984356,4,9,2,6,6,8,4,4,2,0
63,372107,0,11541,0.999826704791613,9832,0.999826704791613,0.000234292895474471,0.766706536576958,1,0.111731843575419,1947156,0.469668168261963,4,9,2,6,6,8,4,4,2,0
64,27747,1,8,0,7,0,1.62407344579825e-07,0.762408381282445,0.0448810369093479,0.00561797752808989,1947156,0.203226889531807,4,9,2,6,6,8,4,4,2,0
65,157594,0,5675,0.999823788546256,5243,0.999823788546256,0.000115207710061314,0.787527277897488,1,0.152173913043478,1947156,0.484954099662757,4,9,2,6,6,8,4,4,2,0
66,137514,0,800,0.09875,549,0.7375,1.62407344579825e-05,0.759288806868256,1,0.0903954802259887,1947156,0.462425131957176,4,9,2,6,6,8,4,4,2,0
67,347614,0,800,0.77,335,0.75625,1.62407344579825e-05,0.759261117215064,1,0.225988700564972,1947156,0.496316514628624,4,9,2,6,6,8,4,4,2,0
68,2373532,0,12893,0.733033428992477,7497,0.381292174047933,0.000261739736708461,0.768571781252651,1,0.173184357541899,1947156,0.485504469632815,4,9,2,6,6,8,4,4,2,0
69,-18341,0,706,0.617563739376771,620,0.879603399433428,1.43324481591696e-05,0.771326215279489,1,0.433333333333333,1947156,0.551168470265245,4,9,2,6,6,8,4,4,2,0
70,93,1,1,0,1,1,2.03009180724782e-08,0.756454894625903,0.0056542827178836,0.00568181818181818,1947156,0.191947753956631,4,9,2,6,6,8,4,4,2,0
71,51091497,0,167262,0.972671616984133,80632,0.890794083533618,0.00339557215863884,0.795344466331885,1,0.281081081081081,1947156,0.519955279892901,4,9,2,6,6,8,4,4,2,0
72,598,1,2,0,2,0,4.06018361449564e-08,0.754269367461094,0.0113413324789763,0.00568181818181818,1947156,0.192823139680931,4,9,2,6,6,8,4,4,2,0
73,569,1,6,0,6,0.666666666666667,1.21805508434869e-07,0.758897041179699,0.033816522706897,0.0112994350282486,1947156,0.201003280180088,4,9,2,6,6,8,4,4,2,0
74,26095,1,247,0,134,0.554655870445344,5.01432676390211e-06,0.827495298889295,1,0.300518134715026,1947156,0.532004611982771,4,9,2,6,6,8,4,4,2,0
75,5916,1,157,0,101,0.515923566878981,3.18724413737907e-06,0.804506947820783,0.834699993969027,0.159574468085106,1947156,0.449696149279763,4,9,2,6,6,8,4,4,2,0
76,-36754,1,73,0,50,0.479452054794521,1.48196701929091e-06,0.749632698730596,0.416519074833949,0.0685714285714286,1947156,0.308681171025748,4,9,2,6,6,8,4,4,2,0
77,4888186,0,16123,0.185883520436643,5977,0.731563604788191,0.000327311702082566,0.789104541929193,1,0.896739130434785,1947156,0.671542746016515,4,9,2,6,6,8,4,4,2,0
78,86509,1,10,0,8,1,2.03009180724782e-07,0.748727730567542,0.0571263713486281,0.00571428571428571,1947156,0.202892147659909,4,9,2,6,6,8,4,4,2,0
79,-1,1,2,0,1,1,4.06018361449564e-08,0.74860554295966,0.0114271391062147,0.00571428571428571,1947156,0.191436752095499,4,9,2,6,6,8,4,4,2,0
80,8837,0,63,0,32,0.0317460317460317,1.27895783856612e-06,0.74934681873789,0.35959880395433,0.0857142857142857,1947156,0.298665296841086,4,9,2,6,6,8,4,4,2,0
81,67,1,4,0,3,0.25,8.12036722899127e-08,0.74762068569172,0.0228843846586952,0.0114942528735632,1947156,0.195499851106913,4,9,2,6,6,8,4,4,2,0
82,203,1,3,0,3,0.333333333333333,6.09027542174345e-08,0.746894586417686,0.0171799739159567,0.00574712643678161,1947156,0.192455436918295,4,9,2,6,6,8,4,4,2,0
83,-13,1,5,0,4,0.2,1.01504590362391e-07,0.761987899542347,0.0280661270350265,0.0168539325842697,1947156,0.201727015166558,4,9,2,6,6,8,4,4,2,0
84,-291,1,18,0,11,0.722222222222222,3.65416525304607e-07,0.761453344021826,0.101108988068931,0.0561797752808989,1947156,0.229685618197045,4,9,2,6,6,8,4,4,2,0
85,4142177,0,34902,0.426623116153802,17899,0.90370179359349,0.000708542642565633,0.81951144283499,1,0.376963350785341,1947156,0.549295834065724,4,9,2,6,6,8,4,4,2,0
86,887,1,4,0,4,0.75,8.12036722899127e-08,0.745484023009052,0.0229499745428603,0.0114942528735632,1947156,0.194982082907287,4,9,2,6,6,8,4,4,2,0
87,564671,0,3496,0.100686498855835,752,0.577231121281464,7.09720095813837e-05,0.778495921272831,1,0.412087912087912,1947156,0.547663701342581,4,9,2,6,6,8,4,4,2,0
88,-2002717,1,433,0,421,0,8.79029752538305e-06,0.760283177297737,1,0.0225988700564972,1947156,0.44572270941294,4,9,2,6,6,8,4,4,2,0
89,19469,1,89,0,46,0.415730337078652,1.80678170845056e-06,0.860815928535375,0.442221923319775,0.0845771144278607,1947156,0.34690419326618,4,9,2,6,6,8,4,4,2,0
90,1459,0,14,0,10,0.571428571428571,2.84212853014694e-07,0.743945908978658,0.080490983286396,0.0115606936416185,1947156,0.208999467529881,4,9,2,6,6,8,4,4,2,0
91,1182,1,3,0,2,0.666666666666667,6.09027542174345e-08,0.743680337481889,0.0172542272074493,0.00578034682080925,1947156,0.191678743103225,4,9,2,6,6,8,4,4,2,0
92,94977,0,12613,0.228177277412194,8100,0.723063505906604,0.000256055479648167,0.815044431810907,1,0.273684210526316,1947156,0.522246174454218,4,9,2,6,6,8,4,4,2,0
93,749298,0,11882,0.356337316950008,6726,0.855159064130618,0.000241215508537186,0.769393989035696,1,0.29608938547486,1947156,0.516431147504773,4,9,2,6,6,8,4,4,2,0
94,1171,0,11,0,6,0.272727272727273,2.2331009879726e-07,0.743416467298138,0.0632879553824709,0.00578034682080925,1947156,0.203121248202879,4,9,2,6,6,8,4,4,2,0
95,1024020,0,2121,0.0033003300330033,1387,0.942951438000943,4.30582472317262e-05,0.750338415251577,1,0.0628571428571429,1947156,0.453309654088988,4,9,2,6,6,8,4,4,2,0
96,41543568,0,211323,0.568731278658736,147180,0.999900626055848,0.00429005090983031,0.761897429623619,1,0.247191011235955,1947156,0.503344622942351,4,9,2,6,6,8,4,4,2,0
97,-6133,1,3,0,1,1,6.09027542174345e-08,0.741634844384991,0.0173018158596174,0.00578034682080925,1947156,0.191179266992043,4,9,2,6,6,8,4,4,2,0
98,987305,0,1903,0.022070415133999,878,0.605359957961114,3.8632647091926e-05,0.786476503413433,1,0.224043715846995,1947156,0.50263971297688,4,9,2,6,6,8,4,4,2,0
99,2051,1,27,0,14,0.444444444444444,5.48124787956911e-07,0.741486265798354,0.155747545086738,0.00578034682080925,1947156,0.225753676457672,4,9,2,6,6,8,4,4,2,0
100,7588,0,57,0.754385964912281,42,0.614035087719298,1.15715233013126e-06,0.737791220193149,0.330447088643928,0.0174418604651163,1947156,0.271420331613631,4,9,2,6,6,8,4,4,2,0
